SO 0000747,CU 0100520,3/26/09,202001
SO 0000748,CU 0100520,3/26/09,201001
SO 0000748,CU 0100520,3/26/09,201001
SO 0000752,CU 0100523,3/26/09,202001
SO 0000765,CU 0100529,3/26/09,202001
SO 0000770,CU 0100533,3/26/09,101001
SO 0000771,CU 0100533,3/26/09,202001
SO 0000778,CU 0100538,3/26/09,101001
SO 0000778,CU 0100538,3/26/09,202001
SO 0000778,CU 0100538,3/26/09,201001
SO 0000781,CU 0100541,3/26/09,101001
SO 0000781,CU 0100541,3/26/09,603001
SO 0000781,CU 0100541,3/26/09,101208
SO 0000781,CU 0100541,3/26/09,502006
SO 0000781,CU 0100541,3/26/09,502001
SO 0000781,CU 0100541,3/26/09,502005
SO 0000781,CU 0100541,3/26/09,301001
SO 0000782,CU 0100542,3/26/09,101001
SO 0000787,CU 0100543,3/26/09,101001
SO 0000806,CU 0100555,3/26/09,202001
SO 0000806,CU 0100555,3/26/09,202001
SO 0000807,CU 0100556,3/26/09,101001
SO 0000807,CU 0100556,3/26/09,101001
SO 0000808,CU 0100556,3/26/09,202001
SO 0000808,CU 0100556,3/26/09,202001
SO 0000809,CU 0100765,3/26/09,101001
SO 0000809,CU 0100765,3/26/09,202001
SO 0000809,CU 0100765,3/26/09,201001
SO 0000823,CU 0100563,3/26/09,202001
SO 0000830,CU 0100570,3/26/09,101001
SO 0000847,CU 0100583,3/26/09,101001
SO 0000847,CU 0100583,3/26/09,202001
SO 0000847,CU 0100583,3/26/09,201001
SO 0000852,CU 0100587,3/26/09,202003
SO 0000852,CU 0100587,3/26/09,202001
SO 0000866,CU 0100599,3/26/09,202001
SO 0000869,CU 0100601,3/26/09,202001
SO 0000873,CU 0100603,3/26/09,202001
SO 0000876,CU 0100605,3/26/09,202001
SO 0000881,CU 0100608,3/26/09,202001
SO 0000881,CU 0100608,3/26/09,202003
SO 0000883,CU 0100609,3/26/09,201101
SO 0000883,CU 0100609,3/26/09,804004
SO 0000884,CU 0100609,3/26/09,202001
SO 0000884,CU 0100609,3/26/09,202001
SO 0000884,CU 0100609,3/26/09,509002
SO 0000895,CU 0100048,3/26/09,202001
SO 0000895,CU 0100048,3/26/09,202002
SO 0000895,CU 0100048,3/26/09,201001
SO 0000905,CU 0100623,3/26/09,202001
SO 0000924,CU 0100639,3/26/09,101001
SO 0000924,CU 0100639,3/26/09,202001
SO 0000924,CU 0100639,3/26/09,202001
SO 0000924,CU 0100639,3/26/09,201001
SO 0000939,CU 0100650,3/26/09,202001
SO 0000945,CU 0100654,3/26/09,309001
SO 0000946,CU 0100655,3/26/09,501001
SO 0000947,CU 0100655,3/26/09,101001
SO 0000947,CU 0100655,3/26/09,202001
SO 0000947,CU 0100655,3/26/09,502001
SO 0000947,CU 0100655,3/26/09,301001
SO 0000947,CU 0100655,3/26/09,302001
SO 0000947,CU 0100655,3/26/09,502005
SO 0000947,CU 0100655,3/26/09,501001
SO 0000947,CU 0100655,3/26/09,603001
SO 0000947,CU 0100655,3/26/09,602010
SO 0000947,CU 0100655,3/26/09,602012
SO 0000947,CU 0100655,3/26/09,601006
SO 0000947,CU 0100655,3/26/09,601003L
SO 0000947,CU 0100655,3/26/09,602009
SO 0000947,CU 0100655,3/26/09,601002
SO 0000947,CU 0100655,3/26/09,604001
SO 0000948,CU 0100655,3/26/09,101001
SO 0000948,CU 0100655,3/26/09,202001
SO 0000959,CU 0100662,3/26/09,202001
SO 0000964,CU 0100667,3/26/09,101001
SO 0000968,CU 0100669,3/26/09,202001
SO 0000971,CU 0100671,3/26/09,202001
SO 0000972,CU 0100672,3/26/09,101001
SO 0000973,CU 0100672,3/26/09,202001
SO 0000978,CU 0100676,3/26/09,101001
SO 0000978,CU 0100676,3/26/09,401001
SO 0000978,CU 0100676,3/26/09,509002
SO 0000978,CU 0100676,3/26/09,402001
SO 0000978,CU 0100676,3/26/09,302001
SO 0000978,CU 0100676,3/26/09,603001
SO 0000978,CU 0100676,3/26/09,501001
SO 0000978,CU 0100676,3/26/09,101208
SO 0000982,CU 0100680,3/26/09,202001
SO 0001006,CU 0100699,3/26/09,202001
SO 0001007,CU 0100700,3/26/09,101001
SO 0001007,CU 0100700,3/26/09,101001
SO 0001007,CU 0100700,3/26/09,101001
SO 0001007,CU 0100700,3/26/09,101001
SO 0001017,CU 0100708,3/26/09,309007
SO 0001019,CU 0100710,3/26/09,101001
SO 0001033,CU 0100717,3/26/09,202001
SO 0001037,CU 0100720,3/26/09,101001
SO 0001045,CU 0100724,3/26/09,202003
SO 0001049,CU 0100726,3/26/09,101001
SO 0001052,CU 0101215,3/26/09,202001
SO 0001056,CU 0100731,3/26/09,101001
SO 0001061,CU 0100737,3/26/09,202001
SO 0001073,CU 0100747,3/26/09,101001
SO 0001091,CU 0100759,3/26/09,101001
SO 0001092,CU 0100759,3/26/09,101001
SO 0001093,CU 0100759,3/26/09,101001
SO 0001094,CU 0100759,3/26/09,101001
SO 0001095,CU 0100759,3/26/09,101001
SO 0001097,CU 0100761,3/26/09,101001
SO 0001101,CU 0100765,3/26/09,202001
SO 0001101,CU 0100765,3/26/09,201001
SO 0001105,CU 0100767,3/26/09,309002
SO 0001106,CU 0100768,3/26/09,101001
SO 0001106,CU 0100768,3/26/09,101001
SO 0001106,CU 0100768,3/26/09,101001
SO 0001108,CU 0100770,3/26/09,101001
SO 0001108,CU 0100770,3/26/09,101001
SO 0001108,CU 0100770,3/26/09,202001
SO 0001108,CU 0100770,3/26/09,202001
SO 0001118,CU 0100777,3/26/09,202001
SO 0001122,CU 0100780,3/26/09,101001
SO 0001143,CU 0100796,3/26/09,202001
SO 0001152,CU 0100802,3/26/09,101001
SO 0001152,CU 0100802,3/26/09,101001
SO 0001152,CU 0100802,3/26/09,101001
SO 0001152,CU 0100802,3/26/09,101001
SO 0001152,CU 0100802,3/26/09,302002
SO 0001155,CU 0100804,4/2/09,202001
SO 0001162,CU 0100811,3/26/09,101001
SO 0001162,CU 0100811,3/26/09,202001
SO 0001162,CU 0100811,3/26/09,201001
SO 0001165,CU 0100813,3/26/09,202001
SO 0001168,CU 0100816,3/26/09,101001
SO 0001169,CU 0100817,3/26/09,101001
SO 0001172,CU 0100820,3/26/09,101001
SO 0001177,CU 0100823,3/26/09,101001
SO 0001179,CU 0100825,3/26/09,101001
SO 0001180,CU 0100825,3/26/09,101001
SO 0001186,CU 0100829,3/26/09,902034
SO 0001193,CU 0100833,3/26/09,301001
SO 0001193,CU 0100833,3/26/09,203001
SO 0001193,CU 0100833,3/26/09,202001
SO 0001198,CU 0100836,3/26/09,101001
SO 0001200,CU 0100838,3/26/09,302002
SO 0001208,CU 0100840,3/26/09,101001
SO 0001208,CU 0100840,3/26/09,101001
SO 0001208,CU 0100840,3/26/09,101001
SO 0001208,CU 0100840,3/26/09,101001
SO 0001208,CU 0100840,3/26/09,101001
SO 0001208,CU 0100840,3/26/09,101001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001209,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001210,CU 0100840,3/26/09,202001
SO 0001226,CU 0100848,3/26/09,202001
SO 0001237,CU 0100856,3/26/09,202001
SO 0001249,CU 0100872,3/26/09,901002
SO 0001249,CU 0100872,3/26/09,901002
SO 0001255,CU 0100946,3/26/09,202001
SO 0001261,CU 0101062,3/26/09,101001
SO 0001261,CU 0101062,3/26/09,202001
SO 0001261,CU 0101062,3/26/09,201001
SO 0001269,CU 0101163,3/26/09,901001
SO 0001270,CU 0100867,3/26/09,901004
SO 0001270,CU 0100867,3/26/09,901005
SO 0001270,CU 0100867,3/26/09,901002
SO 0001270,CU 0100867,3/26/09,901001
SO 0001271,CU 0101079,3/26/09,501001
SO 0001271,CU 0101079,3/26/09,502006
SO 0001272,CU 0101186,3/26/09,101001
SO 0001272,CU 0101186,3/26/09,202001
SO 0001273,CU 0101050,3/26/09,202001
SO 0001275,CU 0101047,3/26/09,101001
SO 0001286,CU 0101107,3/26/09,501001
SO 0001286,CU 0101107,3/26/09,301001
SO 0001286,CU 0101107,3/26/09,804014
SO 0001286,CU 0101107,3/26/09,401001S
SO 0001292,CU 0101136,3/26/09,101001
SO 0001295,CU 0100821,3/26/09,603001
SO 0001295,CU 0100821,3/26/09,501001
SO 0001295,CU 0100821,3/26/09,109001
SO 0001295,CU 0100821,3/26/09,302001
SO 0001297,CU 0100959,3/26/09,202001
SO 0001298,CU 0101087,3/26/09,201001
SO 0001302,CU 0101096,3/26/09,502006
SO 0001304,CU 0100973,3/26/09,101001
SO 0001304,CU 0100973,3/26/09,202001
SO 0001307,CU 0101098,3/26/09,101001
SO 0001307,CU 0101098,3/26/09,202001
SO 0001308,CU 0100954,3/26/09,101001
SO 0001308,CU 0100954,3/26/09,101001
SO 0001311,CU 0101152,3/26/09,101001
SO 0001311,CU 0101152,3/26/09,402002
SO 0001311,CU 0101152,3/26/09,403001
SO 0001311,CU 0101152,3/26/09,401001S
SO 0001311,CU 0101152,3/26/09,301001
SO 0001311,CU 0101152,3/26/09,302002
SO 0001311,CU 0101152,3/26/09,501001
SO 0001311,CU 0101152,3/26/09,502001
SO 0001311,CU 0101152,3/26/09,602020
SO 0001311,CU 0101152,3/26/09,603001
SO 0001313,CU 0101155,3/26/09,101001
SO 0001315,CU 0100900,3/26/09,101001
SO 0001316,CU 0100864,3/26/09,901001
SO 0001318,CU 0100871,3/26/09,201001
SO 0001318,CU 0100871,3/26/09,202001
SO 0001318,CU 0100871,3/26/09,101001
SO 0001323,CU 0100988,3/26/09,202001
SO 0001329,CU 0100970,3/26/09,804004
SO 0001329,CU 0100970,3/26/09,901002
SO 0001330,CU 0101102,3/26/09,101001
SO 0001342,CU 0101131,3/26/09,301001
SO 0001342,CU 0101131,3/26/09,409106
SO 0001344,CU 0100864,3/26/09,901001
SO 0001344,CU 0100864,3/26/09,901001
SO 0001349,CU 0101195,3/26/09,301001
SO 0001350,CU 0101001,3/26/09,901001
SO 0001350,CU 0101001,3/26/09,901001
SO 0001350,CU 0101001,3/26/09,901001
SO 0001352,CU 0100979,3/26/09,301001
SO 0001354,CU 0100930,3/26/09,101001
SO 0001358,CU 0100944,3/26/09,202001
SO 0001358,CU 0100944,3/26/09,202005
SO 0001359,CU 0100978,3/26/09,202001
SO 0001359,CU 0100978,3/26/09,101001
SO 0001360,CU 0101093,3/26/09,101001
SO 0001360,CU 0101093,3/26/09,202001
SO 0001363,CU 0100947,3/26/09,202001
SO 0001364,CU 0101054,3/26/09,101001
SO 0001364,CU 0101054,3/26/09,201001
SO 0001366,CU 0100910,3/26/09,101001
SO 0001366,CU 0100910,3/26/09,202001
SO 0001367,CU 0100848,3/26/09,202001
SO 0001367,CU 0100848,3/26/09,202001
SO 0001368,CU 0100909,3/26/09,202001
SO 0001377,CU 0100992,3/26/09,101001
SO 0001389,CU 0100181,3/26/09,901002
SO 0001390,CU 0100980,3/26/09,101001
SO 0001391,CU 0100726,3/26/09,202001
SO 0001392,CU 0101102,3/26/09,101001
SO 0001394,CU 0101174,3/26/09,101001
SO 0001396,CU 0100990,3/26/09,101001
SO 0001396,CU 0100990,3/26/09,201001
SO 0001396,CU 0100990,3/26/09,202001
SO 0001399,CU 0101048,3/26/09,101001
SO 0001399,CU 0101048,3/26/09,202001
SO 0001403,CU 0100940,3/26/09,101001
SO 0001405,CU 0101113,3/26/09,202001
SO 0001407,CU 0100586,3/26/09,101001
SO 0001409,CU 0101165,3/26/09,202001
SO 0001412,CU 0101011,3/26/09,202001
SO 0001412,CU 0101011,3/26/09,201001
SO 0001416,CU 0101056,3/26/09,202001
SO 0001417,CU 0101168,3/26/09,101001
SO 0001417,CU 0101168,3/26/09,101001
SO 0001417,CU 0101168,3/26/09,101001
SO 0001417,CU 0101168,3/26/09,101001
SO 0001421,CU 0100579,3/26/09,202001
SO 0001422,CU 0101169,3/26/09,101001
SO 0001423,CU 0101010,3/26/09,101001
SO 0001423,CU 0101010,3/26/09,202001
SO 0001424,CU 0101175,3/26/09,101001
SO 0001425,CU 0100894,3/26/09,502006
SO 0001426,CU 0100958,3/26/09,202003
SO 0001426,CU 0100958,3/26/09,301001
SO 0001427,CU 0101106,3/26/09,804010
SO 0001429,CU 0101031,3/26/09,202006
SO 0001430,CU 0101078,3/26/09,501001
SO 0001432,CU 0101059,3/26/09,101001
SO 0001434,CU 0100996,3/26/09,901001
SO 0001435,CU 0101150,3/26/09,101001
SO 0001435,CU 0101150,3/26/09,101001
SO 0001435,CU 0101150,3/26/09,201001
SO 0001435,CU 0101150,3/26/09,202001
SO 0001436,CU 0100939,3/26/09,202001
SO 0001442,CU 0100956,3/26/09,603001X
SO 0001445,CU 0100986,3/26/09,401001
SO 0001448,CU 0100558,3/26/09,101001
SO 0001448,CU 0100558,3/26/09,502001
SO 0001452,CU 0100953,3/26/09,202001
SO 0001455,CU 0100866,3/26/09,901005
SO 0001460,CU 0101176,3/26/09,101001
SO 0001466,CU 0101137,3/26/09,804010
SO 0001468,CU 0101075,3/26/09,202001
SO 0001469,CU 0101116,3/26/09,101001
SO 0001469,CU 0101116,3/26/09,101001
SO 0001473,CU 0100760,3/26/09,409106
SO 0001474,CU 0101067,3/26/09,101001
SO 0001474,CU 0101067,3/26/09,302001
SO 0001474,CU 0101067,3/26/09,502001
SO 0001474,CU 0101067,3/26/09,604002
SO 0001474,CU 0101067,3/26/09,101208
SO 0001474,CU 0101067,3/26/09,603001
SO 0001474,CU 0101067,3/26/09,301001
SO 0001474,CU 0101067,3/26/09,804010
SO 0001476,CU 0101166,3/26/09,101001
SO 0001478,CU 0101167,3/26/09,101001
SO 0001478,CU 0101167,3/26/09,603001
SO 0001478,CU 0101167,3/26/09,804011
SO 0001478,CU 0101167,3/26/09,601012
SO 0001478,CU 0101167,3/26/09,601004
SO 0001478,CU 0101167,3/26/09,602008
SO 0001478,CU 0101167,3/26/09,602012
SO 0001478,CU 0101167,3/26/09,101208
SO 0001478,CU 0101167,3/26/09,601006
SO 0001479,CU 0101069,3/26/09,101001
SO 0001479,CU 0101069,3/26/09,202001
SO 0001482,CU 0100951,3/26/09,101001
SO 0001482,CU 0100951,3/26/09,201001
SO 0001485,CU 0100700,3/26/09,201001
SO 0001485,CU 0100700,3/26/09,202001
SO 0001489,CU 0100919,3/26/09,101001
SO 0001489,CU 0100919,3/26/09,201001
SO 0001497,CU 0100933,3/26/09,603001X
SO 0001497,CU 0100933,3/26/09,301001
SO 0001497,CU 0100933,3/26/09,302001
SO 0001497,CU 0100933,3/26/09,403001
SO 0001497,CU 0100933,3/26/09,401001
SO 0001497,CU 0100933,3/26/09,501001
SO 0001497,CU 0100933,3/26/09,509002
SO 0001497,CU 0100933,3/26/09,202002
SO 0001499,CU 0101189,3/26/09,101001
SO 0001500,CU 0100923,3/26/09,202001
SO 0001504,CU 0100896,3/26/09,101001
SO 0001505,CU 0100229,3/26/09,202001
SO 0001506,CU 0100355,3/26/09,202001
SO 0001507,CU 0101132,3/26/09,101001
SO 0001510,CU 0101053,3/26/09,101001
SO 0001511,CU 0101116,3/26/09,101001
SO 0001511,CU 0101116,3/26/09,203001
SO 0001515,CU 0100994,3/26/09,101001
SO 0001518,CU 0100901,3/26/09,202001
SO 0001521,CU 0100568,3/26/09,901002
SO 0001521,CU 0100568,3/26/09,901002
SO 0001525,CU 0100870,3/26/09,901001
SO 0001526,CU 0101111,3/26/09,901003
SO 0001527,CU 0101101,3/26/09,502006
SO 0001543,CU 0100974,3/26/09,202006
SO 0001543,CU 0100974,3/26/09,509002
SO 0001543,CU 0100974,3/26/09,202005
SO 0001546,CU 0100382,3/26/09,901002
SO 0001546,CU 0100382,3/26/09,901001
SO 0001548,CU 0101094,3/26/09,202001
SO 0001548,CU 0101094,3/26/09,302001
SO 0001551,CU 0101146,3/26/09,202001
SO 0001551,CU 0101146,3/26/09,302002
SO 0001553,CU 0101180,3/26/09,101208
SO 0001564,CU 0100868,3/26/09,901004
SO 0001564,CU 0100868,3/26/09,901004
SO 0001564,CU 0100868,3/26/09,901004
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901003
SO 0001564,CU 0100868,3/26/09,901002
SO 0001564,CU 0100868,3/26/09,901002
SO 0001564,CU 0100868,3/26/09,901002
SO 0001564,CU 0100868,3/26/09,901002
SO 0001565,CU 0100999,3/26/09,101001
SO 0001567,CU 0100892,3/26/09,101001
SO 0001567,CU 0100892,3/26/09,502001
SO 0001567,CU 0100892,3/26/09,603001
